ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias
2022;4;4;0;0
2022;4;2;1;1
2022;0;0;0;0
2022;3;2;0;1
2022;1;0;0;1
2022;1;1;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;3;2;1;0
2022;1;1;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;1;1;0;0
2022;2;2;0;0
2022;2;1;1;0
2022;0;0;0;0
2022;4;3;0;1
2022;0;0;0;0
2022;0;0;0;0
2022;23;11;7;5
2022;5;3;2;0
2022;0;0;0;0
2022;8;4;3;1
2022;1;1;0;0
2022;5;1;3;1
2022;3;2;1;0
2022;2;1;1;0
2022;1;1;0;0
2022;4;1;1;2
2022;0;0;0;0
2022;0;0;0;0
2022;5;4;0;1
2022;25;11;9;5
2022;0;0;0;0
2022;2;2;0;0
2022;2;1;0;1
2022;0;0;0;0
2022;16;10;4;2
2022;12;8;2;2
2022;0;0;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;2;2;0;0
2022;8;6;0;2
2022;0;0;0;0
2022;11;8;1;2
2022;15;7;2;6
2022;2;1;1;0
2022;3;2;1;0
2022;1;0;1;0
2022;18;9;4;5
2022;3;3;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;2;1;1;0
2022;4;3;1;0
2022;4;2;0;2
2022;1;0;1;0
2022;1;0;1;0
2022;17;9;3;5
2022;2;1;1;0
2022;34;20;6;8
2022;2;2;0;0
2022;10;6;0;4
2022;37;12;10;15
2022;8;4;3;1
2022;0;0;0;0
2022;0;0;0;0
2022;16;8;6;2
2022;3;1;1;1
2022;16;12;4;0
2022;1;0;1;0
2022;2;1;1;0
2022;3;3;0;0
2022;1;1;0;0
2022;10;6;3;1
2022;3;0;3;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;3;2;1;0
2022;0;0;0;0
2022;17;13;2;2
2022;26;15;6;5
2022;0;0;0;0
2022;2;2;0;0
2022;2;0;2;0
2022;2;0;1;1
2022;3;1;1;1
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;13;6;3;4
2022;8;4;3;1
2022;9;7;1;1
2022;1;0;1;0
2022;5;3;0;2
2022;1;1;0;0
2022;21;14;4;3
2022;0;0;0;0
2022;18;10;4;4
2022;4;3;1;0
2022;0;0;0;0
2022;6;4;2;0
2022;1;1;0;0
2022;131;62;47;22
2022;4;2;2;0
2022;7;4;2;1
2022;1;0;1;0
2022;4;2;2;0
2022;1;0;0;1
2022;2;1;1;0
2022;0;0;0;0
2022;1;1;0;0
2022;5;2;0;3
2022;5;4;0;1
2022;12;9;2;1
2022;18;9;5;4
2022;88;42;25;21
2022;0;0;0;0
2022;3;2;1;0
2022;0;0;0;0
2022;1;1;0;0
2022;10;4;1;5
2022;2;0;2;0
2022;1;1;0;0
2022;6;2;3;1
2022;0;0;0;0
2022;5;2;3;0
2022;2;1;1;0
2022;0;0;0;0
2022;1;1;0;0
2022;2;2;0;0
2022;8;4;4;0
2022;2;1;1;0
2022;7;3;3;1
2022;0;0;0;0
2022;2;2;0;0
2022;0;0;0;0
2022;8;5;2;1
2022;2;1;0;1
2022;55;30;16;9
2022;7;3;4;0
2022;1;1;0;0
2022;0;0;0;0
2022;9;5;1;3
2022;19;9;7;3
2022;2;0;2;0
2022;4;1;2;1
2022;56;26;20;10
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;5;2;2;1
2022;1;1;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;3;0;2;1
2022;7;5;1;1
2022;0;0;0;0
2022;0;0;0;0
2022;33;15;13;5
2022;7;3;4;0
2022;0;0;0;0
2022;4;1;2;1
2022;5;1;2;2
2022;0;0;0;0
2022;1;1;0;0
2022;1;1;0;0
2022;1;1;0;0
2022;2;1;1;0
2022;3;2;0;1
2022;0;0;0;0
2022;0;0;0;0
2022;31;18;4;9
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;28;19;7;2
2022;39;22;8;9
2022;21;8;8;5
2022;0;0;0;0
2022;1;1;0;0
2022;7;5;1;1
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;2;1;0;1
2022;1;0;1;0
2022;1;1;0;0
2022;3;2;1;0
2022;3;2;0;1
2022;2;0;2;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;2;0;0;2
2022;1;0;1;0
2022;5;4;0;1
2022;12;6;4;2
2022;1;0;0;1
2022;5;5;0;0
2022;64;26;25;13
2022;238;107;85;46
2022;0;0;0;0
2022;0;0;0;0
2022;1;0;1;0
2022;3;1;1;1
2022;24;9;6;9
2022;1;0;1;0
2022;2;2;0;0
2022;0;0;0;0
2022;4;0;3;1
2022;1;0;1;0
2022;4;1;2;1
2022;9;5;4;0
2022;16;9;3;4
2022;0;0;0;0
2022;3;1;1;1
2022;2;2;0;0
2022;1;1;0;0
2022;3;0;3;0
2022;2;1;0;1
2022;3;1;2;0
2022;3;2;0;1
2022;4;1;2;1
2022;32;14;9;9
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;7;6;0;1
2022;5;4;0;1
2022;1;0;0;1
2022;1;0;1;0
2022;2;1;0;1
2022;2;1;0;1
2022;4;1;1;2
2022;1;0;1;0
2022;0;0;0;0
2022;3;2;1;0
2022;6;2;4;0
2022;5;3;0;2
2022;0;0;0;0
2022;12;4;5;3
2022;2;0;2;0
2022;20;9;6;5
2022;23;10;11;2
2022;19;8;6;5
2022;47;24;17;6
2022;7;3;2;2
2022;0;0;0;0
2022;4;1;2;1
2022;0;0;0;0
2022;3;2;1;0
2022;0;0;0;0
2022;74;24;30;20
2022;5;2;2;1
2022;1;0;1;0
2022;21;13;4;4
2022;7;3;0;4
2022;2;1;1;0
2022;0;0;0;0
2022;0;0;0;0
2022;17;6;9;2
2022;12;6;5;1
2022;7;6;1;0
2022;2;2;0;0
2022;7;2;4;1
2022;25;15;7;3
2022;0;0;0;0
2022;1;0;1;0
2022;8;2;4;2
2022;1;0;0;1
2022;0;0;0;0
2022;20;9;8;3
2022;5;2;0;3
2022;7;6;1;0
2022;9;4;3;2
2022;0;0;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;5;4;1;0
2022;1;1;0;0
2022;0;0;0;0
2022;61;33;14;14
2022;2;1;0;1
2022;5;2;2;1
2022;7;3;3;1
2022;1;0;1;0
2022;1;0;0;1
2022;0;0;0;0
2022;1;1;0;0
2022;13;7;1;5
2022;8;3;3;2
2022;40;15;16;9
2022;0;0;0;0
2022;9;8;1;0
2022;14;5;4;5
2022;0;0;0;0
2022;7;4;2;1
2022;4;3;1;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;2;1;1;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;5;2;0;3
2022;11;6;2;3
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;43;21;10;12
2022;0;0;0;0
2022;2;1;1;0
2022;7;3;2;2
2022;60;23;20;17
2022;3;1;1;1
2022;0;0;0;0
2022;0;0;0;0
2022;2;0;1;1
2022;0;0;0;0
2022;6;5;0;1
2022;0;0;0;0
2022;3;2;1;0
2022;4;1;3;0
2022;6;3;1;2
2022;0;0;0;0
2022;5;2;2;1
2022;68;36;18;14
2022;21;16;3;2
2022;5;2;2;1
2022;0;0;0;0
2022;0;0;0;0
2022;10;5;3;2
2022;1;0;0;1
2022;5;2;0;3
2022;4;3;0;1
2022;2;0;0;2
2022;0;0;0;0
2022;2;2;0;0
2022;10;5;3;2
2022;3;3;0;0
2022;1;1;0;0
2022;1;0;1;0
2022;2;0;1;1
2022;0;0;0;0
2022;1;1;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;3;2;0;1
2022;0;0;0;0
2022;3;2;1;0
2022;1;1;0;0
2022;0;0;0;0
2022;4;2;1;1
2022;1;1;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;7;2;2;3
2022;5;1;2;2
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;6;3;1;2
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;4;3;1;0
2022;112;48;40;24
2022;1;0;0;1
2022;2;1;1;0
2022;11;4;7;0
2022;1;0;1;0
2022;4;2;1;1
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;0;1;0
2022;4;2;1;1
2022;7;5;1;1
2022;1;0;1;0
2022;2;0;2;0
2022;4;1;3;0
2022;0;0;0;0
2022;2;0;2;0
2022;3;0;2;1
2022;3;0;2;1
2022;0;0;0;0
2022;7;1;6;0
2022;0;0;0;0
2022;20;11;5;4
2022;0;0;0;0
2022;1;0;0;1
2022;5;3;1;1
2022;0;0;0;0
2022;0;0;0;0
2022;4;3;0;1
2022;3;1;2;0
2022;1;0;1;0
2022;2;0;1;1
2022;16;10;5;1
2022;4;2;2;0
2022;0;0;0;0
2022;11;8;2;1
2022;3;3;0;0
2022;7;3;3;1
2022;8;5;1;2
2022;17;10;7;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;5;1;1;3
2022;48;27;7;14
2022;2;0;2;0
2022;0;0;0;0
2022;0;0;0;0
2022;2;1;1;0
2022;3;2;0;1
2022;6;0;4;2
2022;0;0;0;0
2022;2;1;1;0
2022;1;0;1;0
2022;1;1;0;0
2022;12;5;3;4
2022;0;0;0;0
2022;2;2;0;0
2022;0;0;0;0
2022;9;3;4;2
2022;1;0;1;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;3;3;0;0
2022;7;4;1;2
2022;4;4;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;2;2;0;0
2022;45;23;15;7
2022;0;0;0;0
2022;0;0;0;0
2022;1;0;1;0
2022;5;2;2;1
2022;31;20;8;3
2022;1;1;0;0
2022;6;5;1;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;1;0;1;0
2022;6;3;1;2
2022;1;0;1;0
2022;5;1;3;1
2022;0;0;0;0
2022;8;7;1;0
2022;4;2;1;1
2022;1;0;0;1
2022;2;2;0;0
2022;2;2;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;9;4;4;1
2022;69;33;24;12
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;25;12;9;4
2022;3;3;0;0
2022;4;0;2;2
2022;1;0;1;0
2022;2;2;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;0;1;0
2022;1;1;0;0
2022;0;0;0;0
2022;21;12;5;4
2022;10;2;6;2
2022;1;0;1;0
2022;1;1;0;0
2022;2;1;1;0
2022;0;0;0;0
2022;25;13;7;5
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;0;0;0;0
2022;5;2;1;2
2022;6;6;0;0
2022;1;0;1;0
2022;1;0;1;0
2022;0;0;0;0
2022;6;2;3;1
2022;0;0;0;0
2022;0;0;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;21;11;5;5
2022;0;0;0;0
2022;2;1;1;0
2022;4;1;2;1
2022;0;0;0;0
2022;3;0;1;2
2022;79;29;23;27
2022;0;0;0;0
2022;3;2;1;0
2022;2;1;0;1
2022;2;2;0;0
2022;2;0;0;2
2022;0;0;0;0
2022;1;0;0;1
2022;32;8;15;9
2022;0;0;0;0
2022;73;36;24;13
2022;14;12;0;2
2022;33;15;11;7
2022;0;0;0;0
2022;5;4;1;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;5;3;0;2
2022;1;0;1;0
2022;0;0;0;0
2022;11;5;3;3
2022;48;25;14;9
2022;84;41;25;18
2022;4;3;0;1
2022;1;0;0;1
2022;3;3;0;0
2022;1;0;0;1
2022;1430;644;506;280
2022;6;3;3;0
2022;2;0;2;0
2022;4;2;2;0
2022;14;7;6;1
2022;1;0;1;0
2022;0;0;0;0
2022;46;23;16;7
2022;2;0;1;1
2022;1;1;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;6;4;2;0
2022;2;1;1;0
2022;13;7;4;2
2022;3;2;0;1
2022;1;1;0;0
2022;2;2;0;0
2022;3;3;0;0
2022;96;46;28;22
2022;0;0;0;0
2022;35;14;17;4
2022;46;26;8;12
2022;1;1;0;0
2022;1;1;0;0
2022;3;2;0;1
2022;44;20;15;9
2022;0;0;0;0
2022;2;2;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;1;0;1;0
2022;2;1;1;0
2022;0;0;0;0
2022;1;0;1;0
2022;0;0;0;0
2022;9;5;2;2
2022;3;1;0;2
2022;0;0;0;0
2022;2;1;0;1
2022;1;0;1;0
2022;18;9;6;3
2022;37;21;10;6
2022;0;0;0;0
2022;5;1;3;1
2022;0;0;0;0
2022;4;2;2;0
2022;0;0;0;0
2022;0;0;0;0
2022;0;0;0;0
2022;1;1;0;0
2022;4;2;2;0
2022;0;0;0;0
2022;0;0;0;0
2022;4;2;2;0
2022;0;0;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;1;0;1;0
2022;14;10;4;0
2022;2;0;2;0
2022;3;0;1;2
2022;0;0;0;0
2022;1;0;0;1
2022;0;0;0;0
2022;2;0;0;2
2022;1;1;0;0
2022;14;3;7;4
2022;3;2;0;1
2022;1;1;0;0
2022;4;3;0;1
2022;6;2;2;2
2022;16;8;4;4
2022;1;0;1;0
2022;5;4;1;0
2022;2;0;2;0
2022;1;0;1;0
2022;1;1;0;0
2022;22;15;4;3
2022;11;3;5;3
2022;0;0;0;0
2022;3;1;1;1
2022;0;0;0;0
2021;6;4;2;0
2021;5;3;1;1
2021;1;1;0;0
2021;5;2;3;0
2021;0;0;0;0
2021;1;0;1;0
2021;1;1;0;0
2021;0;0;0;0
2021;9;6;2;1
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;2;0;0
2021;1;0;0;1
2021;3;1;2;0
2021;0;0;0;0
2021;1;0;1;0
2021;0;0;0;0
2021;2;2;0;0
2021;25;15;7;3
2021;6;2;2;2
2021;0;0;0;0
2021;3;2;1;0
2021;1;0;1;0
2021;8;6;1;1
2021;4;2;1;1
2021;2;1;1;0
2021;2;1;1;0
2021;3;1;1;1
2021;1;1;0;0
2021;7;5;1;1
2021;2;0;2;0
2021;20;14;4;2
2021;1;1;0;0
2021;1;1;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;20;12;1;7
2021;15;10;2;3
2021;0;0;0;0
2021;1;0;1;0
2021;1;1;0;0
2021;1;0;1;0
2021;1;0;1;0
2021;1;1;0;0
2021;12;4;8;0
2021;0;0;0;0
2021;7;3;0;4
2021;19;11;4;4
2021;2;1;0;1
2021;0;0;0;0
2021;2;1;1;0
2021;13;6;3;4
2021;4;2;1;1
2021;0;0;0;0
2021;2;1;0;1
2021;3;2;0;1
2021;1;1;0;0
2021;2;1;1;0
2021;6;3;2;1
2021;3;2;0;1
2021;1;1;0;0
2021;2;1;1;0
2021;7;5;1;1
2021;3;2;0;1
2021;36;17;13;6
2021;5;2;2;1
2021;12;6;5;1
2021;39;19;14;6
2021;9;6;2;1
2021;0;0;0;0
2021;0;0;0;0
2021;12;7;3;2
2021;0;0;0;0
2021;11;5;3;3
2021;1;0;1;0
2021;0;0;0;0
2021;3;2;0;1
2021;3;1;1;1
2021;9;5;2;2
2021;2;1;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;1;0;1
2021;0;0;0;0
2021;1;1;0;0
2021;15;9;2;4
2021;21;9;7;5
2021;1;1;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;7;5;2;0
2021;6;1;1;4
2021;2;1;0;1
2021;0;0;0;0
2021;2;2;0;0
2021;10;3;5;2
2021;9;5;4;0
2021;4;2;0;2
2021;3;1;1;1
2021;3;1;1;1
2021;3;2;1;0
2021;9;5;2;2
2021;0;0;0;0
2021;10;6;3;1
2021;3;1;1;1
2021;0;0;0;0
2021;2;2;0;0
2021;1;0;0;1
2021;117;56;35;26
2021;16;10;5;1
2021;3;1;2;0
2021;0;0;0;0
2021;3;0;2;1
2021;1;1;0;0
2021;2;1;0;1
2021;0;0;0;0
2021;2;0;2;0
2021;4;2;2;0
2021;3;1;1;1
2021;6;6;0;0
2021;25;15;7;3
2021;51;25;14;12
2021;1;0;1;0
2021;2;0;1;1
2021;0;0;0;0
2021;2;2;0;0
2021;15;6;4;5
2021;0;0;0;0
2021;1;0;0;1
2021;2;2;0;0
2021;0;0;0;0
2021;4;3;0;1
2021;0;0;0;0
2021;2;2;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;3;2;0;1
2021;3;2;1;0
2021;3;2;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;7;5;2;0
2021;2;1;1;0
2021;35;25;8;2
2021;5;1;3;1
2021;1;1;0;0
2021;0;0;0;0
2021;9;6;0;3
2021;10;2;4;4
2021;2;2;0;0
2021;5;2;2;1
2021;52;24;18;10
2021;0;0;0;0
2021;1;0;1;0
2021;2;1;0;1
2021;3;1;1;1
2021;0;0;0;0
2021;1;1;0;0
2021;7;4;3;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;32;16;10;6
2021;8;4;2;2
2021;0;0;0;0
2021;2;0;2;0
2021;4;2;1;1
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;11;3;4;4
2021;0;0;0;0
2021;0;0;0;0
2021;30;9;10;11
2021;0;0;0;0
2021;0;0;0;0
2021;2;2;0;0
2021;0;0;0;0
2021;23;15;5;3
2021;21;8;7;6
2021;20;11;5;4
2021;0;0;0;0
2021;1;1;0;0
2021;4;2;2;0
2021;0;0;0;0
2021;2;2;0;0
2021;1;0;0;1
2021;5;3;0;2
2021;0;0;0;0
2021;1;1;0;0
2021;2;0;2;0
2021;3;3;0;0
2021;1;1;0;0
2021;2;2;0;0
2021;3;2;0;1
2021;3;2;0;1
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;7;2;3;2
2021;4;3;1;0
2021;18;10;5;3
2021;3;3;0;0
2021;4;2;1;1
2021;61;26;18;17
2021;226;113;69;44
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;2;0;2;0
2021;25;13;4;8
2021;0;0;0;0
2021;1;0;1;0
2021;1;0;1;0
2021;2;0;2;0
2021;1;0;0;1
2021;1;1;0;0
2021;11;8;1;2
2021;10;4;4;2
2021;0;0;0;0
2021;2;1;1;0
2021;2;2;0;0
2021;4;0;4;0
2021;1;0;1;0
2021;5;5;0;0
2021;8;3;3;2
2021;1;0;0;1
2021;1;0;1;0
2021;23;8;10;5
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;4;4;0;0
2021;3;1;1;1
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;3;2;1;0
2021;1;0;0;1
2021;0;0;0;0
2021;1;0;0;1
2021;2;1;1;0
2021;5;3;0;2
2021;2;0;2;0
2021;0;0;0;0
2021;12;6;2;4
2021;2;2;0;0
2021;29;15;9;5
2021;13;6;3;4
2021;20;10;3;7
2021;38;15;13;10
2021;3;0;3;0
2021;3;0;2;1
2021;4;1;3;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;64;28;22;14
2021;4;2;2;0
2021;2;0;2;0
2021;21;14;4;3
2021;4;2;1;1
2021;1;1;0;0
2021;2;2;0;0
2021;0;0;0;0
2021;23;10;6;7
2021;6;5;0;1
2021;4;2;0;2
2021;2;0;1;1
2021;5;5;0;0
2021;25;9;10;6
2021;1;0;0;1
2021;2;1;0;1
2021;4;3;0;1
2021;6;1;4;1
2021;1;0;1;0
2021;17;8;6;3
2021;4;3;0;1
2021;5;4;0;1
2021;14;6;5;3
2021;0;0;0;0
2021;1;0;0;1
2021;1;0;1;0
2021;4;3;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;51;26;12;13
2021;2;1;0;1
2021;4;2;1;1
2021;3;1;1;1
2021;0;0;0;0
2021;4;4;0;0
2021;1;1;0;0
2021;2;1;1;0
2021;9;6;2;1
2021;9;7;1;1
2021;41;15;17;9
2021;0;0;0;0
2021;12;5;7;0
2021;9;7;1;1
2021;1;1;0;0
2021;6;1;2;3
2021;2;1;1;0
2021;2;1;1;0
2021;2;1;1;0
2021;2;0;2;0
2021;1;1;0;0
2021;1;1;0;0
2021;2;2;0;0
2021;2;1;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;8;3;5;0
2021;10;5;4;1
2021;1;1;0;0
2021;1;1;0;0
2021;2;1;0;1
2021;0;0;0;0
2021;0;0;0;0
2021;27;13;10;4
2021;0;0;0;0
2021;3;2;0;1
2021;6;3;1;2
2021;57;30;17;10
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;2;2;0;0
2021;0;0;0;0
2021;4;2;1;1
2021;2;1;1;0
2021;1;0;1;0
2021;4;2;2;0
2021;5;3;1;1
2021;0;0;0;0
2021;6;3;3;0
2021;57;25;21;11
2021;13;8;1;4
2021;3;0;2;1
2021;1;1;0;0
2021;0;0;0;0
2021;14;8;6;0
2021;1;0;1;0
2021;3;1;0;2
2021;0;0;0;0
2021;2;0;1;1
2021;0;0;0;0
2021;0;0;0;0
2021;10;6;3;1
2021;2;2;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;1;0;1
2021;1;0;1;0
2021;3;2;1;0
2021;1;1;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;5;1;2;2
2021;3;2;1;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;10;6;2;2
2021;0;0;0;0
2021;1;0;0;1
2021;1;0;1;0
2021;8;4;3;1
2021;93;41;29;23
2021;0;0;0;0
2021;1;1;0;0
2021;12;8;3;1
2021;2;2;0;0
2021;2;1;0;1
2021;3;2;1;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;2;1;0;1
2021;2;1;1;0
2021;8;4;3;1
2021;2;2;0;0
2021;0;0;0;0
2021;3;1;0;2
2021;0;0;0;0
2021;2;0;2;0
2021;1;1;0;0
2021;4;2;1;1
2021;0;0;0;0
2021;1;0;1;0
2021;4;1;1;2
2021;12;8;2;2
2021;0;0;0;0
2021;0;0;0;0
2021;3;0;3;0
2021;0;0;0;0
2021;1;0;0;1
2021;0;0;0;0
2021;5;2;3;0
2021;0;0;0;0
2021;1;0;1;0
2021;8;6;2;0
2021;2;2;0;0
2021;2;2;0;0
2021;7;3;2;2
2021;1;0;0;1
2021;7;7;0;0
2021;4;1;3;0
2021;22;12;7;3
2021;5;4;0;1
2021;3;2;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;0;1;0
2021;55;29;10;16
2021;4;3;1;0
2021;3;2;0;1
2021;0;0;0;0
2021;2;0;1;1
2021;1;1;0;0
2021;5;2;1;2
2021;1;1;0;0
2021;1;0;0;1
2021;1;0;1;0
2021;0;0;0;0
2021;21;13;4;4
2021;0;0;0;0
2021;3;2;0;1
2021;0;0;0;0
2021;2;2;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;0;2;0
2021;3;2;1;0
2021;9;4;5;0
2021;2;1;1;0
2021;3;2;1;0
2021;0;0;0;0
2021;3;3;0;0
2021;54;21;21;12
2021;0;0;0;0
2021;1;0;1;0
2021;0;0;0;0
2021;3;2;1;0
2021;30;15;9;6
2021;6;2;2;2
2021;1;1;0;0
2021;0;0;0;0
2021;4;3;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;0;1;0
2021;2;2;0;0
2021;3;3;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;7;6;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;5;1;3;1
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;1;0;1
2021;13;5;4;4
2021;73;36;20;17
2021;1;0;0;1
2021;1;0;1;0
2021;1;1;0;0
2021;1;1;0;0
2021;23;14;6;3
2021;3;3;0;0
2021;3;1;2;0
2021;2;1;0;1
2021;2;0;1;1
2021;5;2;3;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;0;1;0
2021;1;0;1;0
2021;0;0;0;0
2021;14;6;7;1
2021;2;1;1;0
2021;0;0;0;0
2021;1;0;1;0
2021;2;1;0;1
2021;1;1;0;0
2021;15;7;3;5
2021;2;1;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;3;1;2;0
2021;6;1;5;0
2021;2;1;1;0
2021;5;5;0;0
2021;1;0;1;0
2021;7;6;0;1
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;17;8;7;2
2021;0;0;0;0
2021;3;3;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;66;35;20;11
2021;0;0;0;0
2021;3;2;1;0
2021;1;1;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;0;0;1
2021;0;0;0;0
2021;38;17;14;7
2021;0;0;0;0
2021;92;40;34;18
2021;10;4;6;0
2021;29;16;7;6
2021;0;0;0;0
2021;2;2;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;0;1;1
2021;0;0;0;0
2021;0;0;0;0
2021;10;8;0;2
2021;28;14;10;4
2021;80;42;24;14
2021;2;2;0;0
2021;4;4;0;0
2021;5;3;1;1
2021;6;3;2;1
2021;1413;675;449;289
2021;2;1;0;1
2021;2;2;0;0
2021;8;5;1;2
2021;13;7;3;3
2021;3;3;0;0
2021;1;0;1;0
2021;49;21;14;14
2021;2;1;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;0;0;0;0
2021;2;2;0;0
2021;1;0;0;1
2021;11;9;0;2
2021;2;1;0;1
2021;0;0;0;0
2021;1;0;1;0
2021;1;1;0;0
2021;114;59;37;18
2021;0;0;0;0
2021;21;11;6;4
2021;36;15;13;8
2021;0;0;0;0
2021;1;0;0;1
2021;1;1;0;0
2021;34;18;5;11
2021;1;0;1;0
2021;3;1;1;1
2021;0;0;0;0
2021;0;0;0;0
2021;4;3;1;0
2021;2;1;1;0
2021;1;1;0;0
2021;3;1;2;0
2021;1;1;0;0
2021;11;8;1;2
2021;2;0;1;1
2021;4;3;1;0
2021;0;0;0;0
2021;0;0;0;0
2021;20;12;6;2
2021;29;17;8;4
2021;0;0;0;0
2021;3;1;1;1
2021;1;1;0;0
2021;4;2;2;0
2021;0;0;0;0
2021;0;0;0;0
2021;1;1;0;0
2021;0;0;0;0
2021;4;3;0;1
2021;3;1;1;1
2021;0;0;0;0
2021;6;5;1;0
2021;1;0;1;0
2021;0;0;0;0
2021;0;0;0;0
