ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias
2017;2;1;0;1
2017;2;1;1;0
2017;1;1;0;0
2017;2;0;2;0
2017;7;5;2;0
2017;1;1;0;0
2017;3;1;2;0
2017;0;0;0;0
2017;9;6;0;3
2017;2;1;1;0
2017;28;11;10;7
2017;33;15;13;5
2017;12;5;4;3
2017;48;22;17;9
2017;19;10;5;4
2017;0;0;0;0
2017;6;4;2;0
2017;4;2;0;2
2017;4;2;2;0
2017;2;0;0;2
2017;76;34;28;14
2017;8;4;2;2
2017;2;2;0;0
2017;12;5;5;2
2017;1;1;0;0
2017;2;1;0;1
2017;4;4;0;0
2017;0;0;0;0
2017;23;11;8;4
2017;12;5;2;5
2017;3;2;1;0
2017;3;2;1;0
2017;9;7;2;0
2017;36;23;9;4
2017;0;0;0;0
2017;5;5;0;0
2017;7;3;0;4
2017;4;1;0;3
2017;5;3;1;1
2017;16;8;5;3
2017;8;6;2;0
2017;3;3;0;0
2017;17;9;5;3
2017;0;0;0;0
2017;1;0;0;1
2017;1;0;1;0
2017;1;1;0;0
2017;2;1;1;0
2017;0;0;0;0
2017;66;38;15;13
2017;0;0;0;0
2017;4;1;2;1
2017;2;0;2;0
2017;0;0;0;0
2017;3;2;1;0
2017;1;1;0;0
2017;0;0;0;0
2017;11;6;2;3
2017;5;2;3;0
2017;29;11;14;4
2017;1;0;0;1
2017;10;7;2;1
2017;10;4;4;2
2017;0;0;0;0
2017;12;7;5;0
2017;1;1;0;0
2017;0;0;0;0
2017;4;0;2;2
2017;0;0;0;0
2017;3;1;0;2
2017;0;0;0;0
2017;3;1;1;1
2017;0;0;0;0
2017;1;0;1;0
2017;0;0;0;0
2017;8;6;2;0
2017;10;7;2;1
2017;1;0;1;0
2017;2;0;1;1
2017;3;1;0;2
2017;0;0;0;0
2017;0;0;0;0
2017;31;15;12;4
2017;0;0;0;0
2017;1;0;1;0
2017;8;3;2;3
2017;56;28;13;15
2017;0;0;0;0
2017;1;1;0;0
2017;0;0;0;0
2017;2;0;1;1
2017;3;2;0;1
2017;8;4;2;2
2017;1;1;0;0
2017;2;2;0;0
2017;3;1;1;1
2017;5;4;1;0
2017;0;0;0;0
2017;9;5;3;1
2017;64;26;19;19
2017;22;15;6;1
2017;11;6;4;1
2017;1;0;0;1
2017;0;0;0;0
2017;16;3;7;6
2017;2;1;0;1
2017;8;5;1;2
2017;0;0;0;0
2017;1;0;1;0
2017;0;0;0;0
2017;0;0;0;0
2017;11;7;4;0
2017;2;1;1;0
2017;2;2;0;0
2017;0;0;0;0
2017;1;0;1;0
2017;1;0;0;1
2017;0;0;0;0
2017;1;1;0;0
2017;2;0;2;0
2017;2;2;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;1;0;1;0
2017;2;1;1;0
2017;0;0;0;0
2017;1;0;0;1
2017;1;1;0;0
2017;2;1;1;0
2017;0;0;0;0
2017;0;0;0;0
2017;3;1;1;1
2017;0;0;0;0
2017;8;6;2;0
2017;4;1;2;1
2017;2;1;1;0
2017;1;0;1;0
2017;1;1;0;0
2017;7;4;3;0
2017;0;0;0;0
2017;1;1;0;0
2017;2;2;0;0
2017;2;1;1;0
2017;122;58;35;29
2017;0;0;0;0
2017;5;3;0;2
2017;8;4;2;2
2017;0;0;0;0
2017;1;0;1;0
2017;2;0;2;0
2017;1;1;0;0
2017;2;2;0;0
2017;1;1;0;0
2017;5;2;3;0
2017;2;1;1;0
2017;8;4;1;3
2017;1;0;1;0
2017;1;1;0;0
2017;2;0;0;2
2017;1;0;1;0
2017;1;1;0;0
2017;1;1;0;0
2017;2;0;2;0
2017;2;2;0;0
2017;2;2;0;0
2017;0;0;0;0
2017;9;6;1;2
2017;0;0;0;0
2017;2;2;0;0
2017;5;3;0;2
2017;0;0;0;0
2017;0;0;0;0
2017;1;0;0;1
2017;3;0;2;1
2017;0;0;0;0
2017;2;1;0;1
2017;11;4;3;4
2017;1;0;0;1
2017;2;1;1;0
2017;16;5;6;5
2017;0;0;0;0
2017;9;3;4;2
2017;6;2;2;2
2017;32;20;6;6
2017;1;1;0;0
2017;1;1;0;0
2017;0;0;0;0
2017;3;1;1;1
2017;1;0;1;0
2017;50;32;9;9
2017;2;0;1;1
2017;4;3;0;1
2017;1;1;0;0
2017;4;1;2;1
2017;6;5;1;0
2017;12;7;5;0
2017;0;0;0;0
2017;3;2;0;1
2017;0;0;0;0
2017;1;0;1;0
2017;28;12;13;3
2017;0;0;0;0
2017;5;4;1;0
2017;0;0;0;0
2017;2;0;2;0
2017;0;0;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;7;2;3;2
2017;3;1;1;1
2017;6;4;1;1
2017;1;0;1;0
2017;0;0;0;0
2017;0;0;0;0
2017;61;19;20;22
2017;0;0;0;0
2017;0;0;0;0
2017;3;3;0;0
2017;6;4;1;1
2017;33;24;4;5
2017;4;2;2;0
2017;7;5;1;1
2017;1;0;1;0
2017;1;0;1;0
2017;0;0;0;0
2017;1;1;0;0
2017;2;0;0;2
2017;1;1;0;0
2017;8;2;4;2
2017;1;0;1;0
2017;1;1;0;0
2017;0;0;0;0
2017;3;2;1;0
2017;2;1;1;0
2017;0;0;0;0
2017;2;1;0;1
2017;7;2;2;3
2017;0;0;0;0
2017;0;0;0;0
2017;1;0;1;0
2017;1;1;0;0
2017;11;8;3;0
2017;76;33;24;19
2017;1;0;0;1
2017;0;0;0;0
2017;1;1;0;0
2017;3;2;0;1
2017;28;10;15;3
2017;2;2;0;0
2017;5;3;1;1
2017;1;0;1;0
2017;3;2;1;0
2017;5;3;2;0
2017;1;1;0;0
2017;0;0;0;0
2017;1;1;0;0
2017;1;0;1;0
2017;0;0;0;0
2017;1;0;1;0
2017;1;1;0;0
2017;2;2;0;0
2017;0;0;0;0
2017;13;8;3;2
2017;7;6;1;0
2017;1;0;1;0
2017;1;0;1;0
2017;2;1;1;0
2017;0;0;0;0
2017;20;12;4;4
2017;5;4;0;1
2017;0;0;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;5;4;0;1
2017;6;2;2;2
2017;1;1;0;0
2017;3;3;0;0
2017;1;0;0;1
2017;7;3;2;2
2017;2;2;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;19;5;6;8
2017;1;0;1;0
2017;4;2;2;0
2017;0;0;0;0
2017;0;0;0;0
2017;5;4;1;0
2017;67;21;30;16
2017;0;0;0;0
2017;3;2;0;1
2017;3;1;2;0
2017;0;0;0;0
2017;2;2;0;0
2017;1;0;1;0
2017;1;0;0;1
2017;51;26;15;10
2017;1;1;0;0
2017;103;45;37;21
2017;17;9;6;2
2017;24;9;9;6
2017;0;0;0;0
2017;15;10;3;2
2017;0;0;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;4;3;1;0
2017;2;2;0;0
2017;0;0;0;0
2017;3;3;0;0
2017;51;24;17;10
2017;92;51;20;21
2017;1;1;0;0
2017;0;0;0;0
2017;4;4;0;0
2017;7;2;5;0
2017;1860;850;609;401
2017;1;1;0;0
2017;2;1;1;0
2017;15;9;3;3
2017;9;6;3;0
2017;0;0;0;0
2017;3;1;1;1
2017;70;20;20;30
2017;0;0;0;0
2017;1;0;1;0
2017;0;0;0;0
2017;2;2;0;0
2017;4;1;1;2
2017;0;0;0;0
2017;22;11;6;5
2017;1;0;0;1
2017;3;1;1;1
2017;1;1;0;0
2017;5;3;1;1
2017;93;52;22;19
2017;1;1;0;0
2017;36;17;13;6
2017;47;23;14;10
2017;0;0;0;0
2017;0;0;0;0
2017;3;1;2;0
2017;58;35;16;7
2017;0;0;0;0
2017;3;2;0;1
2017;0;0;0;0
2017;1;0;1;0
2017;4;3;0;1
2017;1;1;0;0
2017;2;0;2;0
2017;0;0;0;0
2017;0;0;0;0
2017;7;3;2;2
2017;6;5;0;1
2017;1;1;0;0
2017;0;0;0;0
2017;3;0;1;2
2017;22;13;5;4
2017;47;27;12;8
2017;0;0;0;0
2017;4;2;0;2
2017;1;1;0;0
2017;5;3;1;1
2017;1;1;0;0
2017;0;0;0;0
2017;2;2;0;0
2017;0;0;0;0
2017;5;0;5;0
2017;0;0;0;0
2017;1;0;0;1
2017;11;9;2;0
2017;1;1;0;0
2017;1;0;1;0
2017;0;0;0;0
2017;1;0;0;1
2017;18;9;7;2
2017;1;0;0;1
2017;1;0;1;0
2017;0;0;0;0
2017;0;0;0;0
2017;0;0;0;0
2017;1;1;0;0
2017;2;1;1;0
2017;10;7;1;2
2017;5;1;3;1
2017;2;2;0;0
2017;6;2;1;3
2017;5;2;3;0
2017;23;9;6;8
2017;1;0;0;1
2017;9;5;2;2
2017;2;1;1;0
2017;0;0;0;0
2017;1;0;1;0
2017;22;14;6;2
2017;7;6;0;1
2017;0;0;0;0
2017;1;0;1;0
2017;1;1;0;0
2016;3;3;0;0
2016;7;2;5;0
2016;0;0;0;0
2016;9;5;0;4
2016;1;0;1;0
2016;2;2;0;0
2016;2;2;0;0
2016;0;0;0;0
2016;10;5;4;1
2016;2;2;0;0
2016;3;2;0;1
2016;1;1;0;0
2016;2;2;0;0
2016;0;0;0;0
2016;4;2;2;0
2016;0;0;0;0
2016;4;2;2;0
2016;0;0;0;0
2016;0;0;0;0
2016;17;3;10;4
2016;3;2;1;0
2016;0;0;0;0
2016;4;2;1;1
2016;0;0;0;0
2016;10;5;3;2
2016;3;3;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;6;4;1;1
2016;0;0;0;0
2016;10;7;1;2
2016;3;2;1;0
2016;29;21;3;5
2016;5;1;3;1
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;22;13;5;4
2016;18;13;3;2
2016;0;0;0;0
2016;1;0;0;1
2016;1;1;0;0
2016;0;0;0;0
2016;2;0;1;1
2016;2;1;1;0
2016;22;12;8;2
2016;0;0;0;0
2016;10;5;2;3
2016;18;6;8;4
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;14;6;5;3
2016;1;1;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;1;1;0;0
2016;4;2;1;1
2016;2;1;1;0
2016;0;0;0;0
2016;0;0;0;0
2016;20;11;6;3
2016;5;2;2;1
2016;44;22;14;8
2016;3;1;1;1
2016;6;2;2;2
2016;41;24;11;6
2016;8;4;2;2
2016;0;0;0;0
2016;1;1;0;0
2016;13;5;6;2
2016;0;0;0;0
2016;23;11;6;6
2016;1;1;0;0
2016;1;0;1;0
2016;4;4;0;0
2016;1;0;1;0
2016;12;4;5;3
2016;3;2;1;0
2016;1;1;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;2;1;1;0
2016;0;0;0;0
2016;22;14;5;3
2016;16;7;5;4
2016;0;0;0;0
2016;0;0;0;0
2016;3;0;2;1
2016;1;1;0;0
2016;3;3;0;0
2016;2;1;0;1
2016;0;0;0;0
2016;0;0;0;0
2016;8;7;1;0
2016;8;4;1;3
2016;5;3;1;1
2016;0;0;0;0
2016;2;0;1;1
2016;0;0;0;0
2016;12;8;3;1
2016;0;0;0;0
2016;9;7;1;1
2016;6;1;2;3
2016;2;0;2;0
2016;2;1;1;0
2016;0;0;0;0
2016;140;60;54;26
2016;11;5;3;3
2016;8;5;3;0
2016;0;0;0;0
2016;3;1;1;1
2016;0;0;0;0
2016;9;3;5;1
2016;0;0;0;0
2016;0;0;0;0
2016;8;4;1;3
2016;1;1;0;0
2016;6;2;2;2
2016;20;8;8;4
2016;71;33;26;12
2016;2;1;1;0
2016;5;4;0;1
2016;0;0;0;0
2016;4;2;2;0
2016;10;3;4;3
2016;0;0;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;2;0;2;0
2016;2;1;1;0
2016;1;0;0;1
2016;0;0;0;0
2016;1;1;0;0
2016;2;2;0;0
2016;4;2;2;0
2016;1;1;0;0
2016;2;1;1;0
2016;1;1;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;6;3;3;0
2016;2;0;2;0
2016;53;32;15;6
2016;6;5;1;0
2016;2;2;0;0
2016;0;0;0;0
2016;5;4;0;1
2016;29;11;12;6
2016;2;1;0;1
2016;2;0;1;1
2016;79;48;17;14
2016;2;0;2;0
2016;3;0;2;1
2016;2;2;0;0
2016;4;3;0;1
2016;0;0;0;0
2016;2;2;0;0
2016;5;2;3;0
2016;3;2;0;1
2016;1;1;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;4;3;1;0
2016;1;1;0;0
2016;1;1;0;0
2016;51;20;18;13
2016;14;5;6;3
2016;0;0;0;0
2016;3;2;0;1
2016;1;0;1;0
2016;0;0;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;2;0;1;1
2016;2;2;0;0
2016;4;1;3;0
2016;2;1;1;0
2016;0;0;0;0
2016;37;15;11;11
2016;0;0;0;0
2016;1;0;1;0
2016;3;2;1;0
2016;0;0;0;0
2016;49;18;18;13
2016;36;16;13;7
2016;24;15;4;5
2016;0;0;0;0
2016;1;0;1;0
2016;3;2;1;0
2016;0;0;0;0
2016;2;1;1;0
2016;4;2;0;2
2016;0;0;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;5;4;0;1
2016;1;0;1;0
2016;2;2;0;0
2016;5;1;2;2
2016;2;1;1;0
2016;1;0;1;0
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;5;0;3;2
2016;4;3;1;0
2016;18;9;4;5
2016;2;2;0;0
2016;5;3;2;0
2016;60;34;13;13
2016;258;112;94;52
2016;4;2;1;1
2016;1;0;1;0
2016;1;1;0;0
2016;1;0;1;0
2016;32;17;10;5
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;3;1;1;1
2016;2;1;0;1
2016;0;0;0;0
2016;12;5;3;4
2016;14;11;3;0
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;1;0;1;0
2016;5;3;2;0
2016;9;5;2;2
2016;2;1;1;0
2016;4;3;0;1
2016;37;24;7;6
2016;3;2;0;1
2016;0;0;0;0
2016;0;0;0;0
2016;3;1;1;1
2016;10;5;3;2
2016;0;0;0;0
2016;0;0;0;0
2016;1;0;0;1
2016;0;0;0;0
2016;1;0;0;1
2016;0;0;0;0
2016;1;1;0;0
2016;7;6;1;0
2016;9;5;1;3
2016;3;2;0;1
2016;0;0;0;0
2016;15;6;3;6
2016;0;0;0;0
2016;22;9;11;2
2016;21;12;3;6
2016;29;15;7;7
2016;49;22;17;10
2016;11;8;1;2
2016;0;0;0;0
2016;5;2;2;1
2016;2;1;1;0
2016;3;1;1;1
2016;0;0;0;0
2016;84;40;23;21
2016;10;6;2;2
2016;5;4;1;0
2016;20;14;2;4
2016;7;4;3;0
2016;4;2;2;0
2016;1;1;0;0
2016;3;2;1;0
2016;13;4;8;1
2016;8;2;5;1
2016;0;0;0;0
2016;0;0;0;0
2016;4;3;1;0
2016;34;16;11;7
2016;1;0;1;0
2016;6;4;1;1
2016;10;6;1;3
2016;6;5;1;0
2016;0;0;0;0
2016;16;4;8;4
2016;7;6;0;1
2016;3;1;2;0
2016;11;5;2;4
2016;1;0;1;0
2016;2;0;2;0
2016;0;0;0;0
2016;1;0;1;0
2016;2;2;0;0
2016;0;0;0;0
2016;46;19;12;15
2016;2;1;1;0
2016;2;2;0;0
2016;6;2;3;1
2016;0;0;0;0
2016;3;3;0;0
2016;2;1;1;0
2016;3;1;0;2
2016;8;5;1;2
2016;8;7;1;0
2016;29;13;10;6
2016;0;0;0;0
2016;7;5;0;2
2016;10;3;5;2
2016;2;1;1;0
2016;5;5;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;2;1;0;1
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;0;1;0
2016;5;4;0;1
2016;13;6;4;3
2016;2;1;1;0
2016;0;0;0;0
2016;2;0;1;1
2016;1;1;0;0
2016;1;0;1;0
2016;34;13;13;8
2016;0;0;0;0
2016;5;2;3;0
2016;12;4;3;5
2016;56;27;11;18
2016;1;0;0;1
2016;0;0;0;0
2016;0;0;0;0
2016;2;1;0;1
2016;4;1;1;2
2016;7;7;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;1;0;1;0
2016;10;7;2;1
2016;0;0;0;0
2016;11;6;4;1
2016;75;24;33;18
2016;22;14;5;3
2016;5;2;1;2
2016;2;0;2;0
2016;0;0;0;0
2016;6;4;2;0
2016;0;0;0;0
2016;8;2;4;2
2016;3;2;1;0
2016;3;3;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;6;1;5;0
2016;6;4;0;2
2016;6;4;2;0
2016;2;0;1;1
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;3;3;0;0
2016;1;1;0;0
2016;2;0;1;1
2016;0;0;0;0
2016;1;0;0;1
2016;5;2;3;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;2;1;0;1
2016;0;0;0;0
2016;5;2;2;1
2016;3;0;2;1
2016;3;3;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;12;8;0;4
2016;1;0;0;1
2016;0;0;0;0
2016;3;1;2;0
2016;5;4;0;1
2016;136;68;38;30
2016;1;1;0;0
2016;5;3;1;1
2016;16;11;4;1
2016;1;0;1;0
2016;1;0;1;0
2016;3;3;0;0
2016;2;1;1;0
2016;4;3;1;0
2016;1;0;0;1
2016;2;2;0;0
2016;3;3;0;0
2016;8;6;2;0
2016;1;0;1;0
2016;0;0;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;1;0;1;0
2016;4;4;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;9;5;0;4
2016;0;0;0;0
2016;0;0;0;0
2016;5;3;1;1
2016;0;0;0;0
2016;0;0;0;0
2016;4;3;1;0
2016;3;1;1;1
2016;0;0;0;0
2016;1;1;0;0
2016;8;3;4;1
2016;5;1;3;1
2016;1;1;0;0
2016;14;6;2;6
2016;4;1;1;2
2016;5;2;2;1
2016;6;2;3;1
2016;25;17;4;4
2016;1;1;0;0
2016;2;2;0;0
2016;0;0;0;0
2016;1;0;1;0
2016;5;1;1;3
2016;45;27;13;5
2016;4;2;2;0
2016;6;4;1;1
2016;0;0;0;0
2016;2;0;1;1
2016;3;1;2;0
2016;6;5;1;0
2016;2;1;1;0
2016;5;2;2;1
2016;0;0;0;0
2016;1;0;1;0
2016;19;10;7;2
2016;0;0;0;0
2016;8;5;2;1
2016;1;1;0;0
2016;6;5;1;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;2;2;0;0
2016;6;4;1;1
2016;3;1;1;1
2016;5;2;2;1
2016;1;1;0;0
2016;0;0;0;0
2016;1;0;0;1
2016;59;27;18;14
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;4;4;0;0
2016;43;25;8;10
2016;3;3;0;0
2016;6;2;3;1
2016;0;0;0;0
2016;1;0;0;1
2016;1;1;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;1;1;0;0
2016;8;1;4;3
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;10;6;1;3
2016;1;0;1;0
2016;0;0;0;0
2016;0;0;0;0
2016;5;4;1;0
2016;2;0;2;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;13;7;4;2
2016;78;47;23;8
2016;3;1;2;0
2016;0;0;0;0
2016;1;1;0;0
2016;2;1;0;1
2016;29;19;5;5
2016;4;2;2;0
2016;2;2;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;2;2;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;15;6;8;1
2016;7;6;0;1
2016;1;0;1;0
2016;0;0;0;0
2016;1;1;0;0
2016;2;1;0;1
2016;21;6;11;4
2016;3;2;0;1
2016;0;0;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;3;1;0;2
2016;2;2;0;0
2016;1;1;0;0
2016;1;1;0;0
2016;4;3;1;0
2016;10;5;3;2
2016;3;3;0;0
2016;1;1;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;17;8;6;3
2016;1;0;0;1
2016;3;1;1;1
2016;2;1;0;1
2016;0;0;0;0
2016;1;1;0;0
2016;71;27;26;18
2016;0;0;0;0
2016;3;1;2;0
2016;1;1;0;0
2016;2;2;0;0
2016;2;2;0;0
2016;0;0;0;0
2016;2;1;0;1
2016;65;24;30;11
2016;1;0;1;0
2016;108;50;41;17
2016;21;10;4;7
2016;25;9;13;3
2016;0;0;0;0
2016;7;5;1;1
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;7;4;3;0
2016;2;1;1;0
2016;0;0;0;0
2016;6;5;0;1
2016;39;19;14;6
2016;87;44;18;25
2016;3;1;2;0
2016;0;0;0;0
2016;3;3;0;0
2016;10;7;2;1
2016;1869;878;616;375
2016;4;4;0;0
2016;1;1;0;0
2016;19;9;9;1
2016;16;10;1;5
2016;2;1;1;0
2016;1;1;0;0
2016;69;26;21;22
2016;1;0;1;0
2016;1;1;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;7;3;3;1
2016;4;3;0;1
2016;15;8;3;4
2016;3;2;1;0
2016;2;1;0;1
2016;2;0;1;1
2016;4;3;1;0
2016;95;56;24;15
2016;0;0;0;0
2016;28;14;9;5
2016;70;33;19;18
2016;0;0;0;0
2016;2;1;1;0
2016;3;2;0;1
2016;50;22;19;9
2016;1;1;0;0
2016;0;0;0;0
2016;2;1;1;0
2016;0;0;0;0
2016;3;1;1;1
2016;1;0;1;0
2016;3;1;1;1
2016;0;0;0;0
2016;0;0;0;0
2016;7;3;2;2
2016;2;2;0;0
2016;2;0;0;2
2016;1;0;0;1
2016;4;3;1;0
2016;18;11;2;5
2016;42;21;12;9
2016;0;0;0;0
2016;4;3;1;0
2016;0;0;0;0
2016;8;4;1;3
2016;0;0;0;0
2016;0;0;0;0
2016;1;0;1;0
2016;0;0;0;0
2016;6;4;1;1
2016;0;0;0;0
2016;3;2;0;1
2016;14;8;5;1
2016;3;2;0;1
2016;0;0;0;0
2016;0;0;0;0
2016;0;0;0;0
2016;13;11;2;0
2016;2;2;0;0
2016;2;1;1;0
2016;0;0;0;0
2016;0;0;0;0
2016;1;1;0;0
2016;1;1;0;0
2016;1;0;0;1
2016;16;8;1;7
2016;4;1;3;0
2016;1;0;0;1
2016;3;1;1;1
2016;6;4;0;2
2016;19;10;7;2
2016;4;4;0;0
2016;7;4;1;2
2016;1;1;0;0
2016;2;0;2;0
2016;0;0;0;0
2016;15;7;6;2
2016;7;4;1;2
2016;0;0;0;0
2016;1;1;0;0
2016;0;0;0;0
2015;10;7;1;2
2015;4;1;1;2
2015;1;0;1;0
2015;4;1;2;1
2015;0;0;0;0
2015;0;0;0;0
2015;0;0;0;0
2015;1;1;0;0
2015;6;5;1;0
2015;1;1;0;0
2015;2;1;1;0
2015;1;1;0;0
2015;2;0;2;0
2015;1;0;1;0
2015;3;1;1;1
2015;0;0;0;0
2015;0;0;0;0
2015;1;1;0;0
2015;0;0;0;0
2015;30;15;9;6
2015;5;2;2;1
2015;0;0;0;0
2015;3;2;0;1
2015;1;1;0;0
2015;6;3;2;1
2015;3;2;0;1
2015;1;0;1;0
2015;0;0;0;0
2015;7;1;3;3
2015;0;0;0;0
2015;1;1;0;0
2015;5;1;2;2
2015;29;10;16;3
2015;5;3;1;1
2015;0;0;0;0
2015;1;0;0;1
2015;1;0;1;0
2015;31;18;6;7
2015;15;5;5;5
2015;1;1;0;0
2015;4;0;4;0
2015;0;0;0;0
2015;4;2;1;1
2015;3;3;0;0
2015;11;4;5;2
2015;10;7;2;1
2015;0;0;0;0
2015;13;10;3;0
2015;33;21;5;7
2015;2;1;1;0
2015;0;0;0;0
2015;3;2;0;1
2015;13;9;3;1
2015;0;0;0;0
2015;0;0;0;0
2015;1;1;0;0
2015;0;0;0;0
2015;1;1;0;0
2015;1;0;1;0
2015;4;3;1;0
2015;5;1;4;0
2015;1;1;0;0
2015;0;0;0;0
2015;15;9;4;2
2015;7;4;1;2
2015;75;36;21;18
2015;4;1;1;2
2015;8;2;3;3
2015;53;26;15;12
2015;12;8;3;1
2015;0;0;0;0
2015;2;1;0;1
2015;9;5;3;1
2015;0;0;0;0
2015;16;9;6;1
2015;8;4;1;3
2015;5;3;1;1
2015;0;0;0;0
2015;0;0;0;0
2015;7;2;2;3
2015;4;1;1;2
2015;0;0;0;0
2015;0;0;0;0
2015;2;1;1;0
2015;0;0;0;0
2015;0;0;0;0
2015;26;10;9;7
2015;28;11;10;7
2015;0;0;0;0
2015;2;1;1;0
2015;4;2;2;0
2015;8;4;0;4
2015;6;2;3;1
2015;2;2;0;0
2015;3;3;0;0
2015;0;0;0;0
2015;12;9;2;1
2015;12;3;6;3
2015;5;4;1;0
2015;1;1;0;0
2015;0;0;0;0
2015;0;0;0;0
2015;19;12;5;2
2015;0;0;0;0
2015;15;8;4;3
2015;12;9;2;1
2015;1;1;0;0
2015;3;2;1;0
2015;2;1;1;0
2015;134;69;45;20
2015;14;8;6;0
2015;11;5;4;2
2015;2;0;2;0
2015;3;1;1;1
2015;2;2;0;0
2015;2;1;1;0
2015;1;1;0;0
2015;0;0;0;0
2015;4;1;1;2
2015;6;3;2;1
2015;6;1;3;2
2015;18;13;5;0
2015;93;38;33;22
2015;0;0;0;0
2015;4;4;0;0
2015;0;0;0;0
2015;0;0;0;0
2015;11;4;5;2
2015;2;1;1;0
2015;1;1;0;0
2015;2;1;0;1
2015;7;3;3;1
2015;6;2;1;3
2015;4;3;1;0
2015;1;1;0;0
2015;1;0;1;0
2015;1;0;1;0
2015;6;3;3;0
2015;3;2;1;0
2015;5;1;2;2
2015;0;0;0;0
2015;0;0;0;0
2015;0;0;0;0
2015;7;4;3;0
2015;0;0;0;0
2015;45;16;14;15
2015;1;0;0;1
2015;1;1;0;0
2015;1;0;1;0
2015;11;6;3;2
2015;35;15;13;7
2015;1;1;0;0
2015;6;4;2;0
2015;90;41;26;23
2015;0;0;0;0
2015;0;0;0;0
2015;1;1;0;0
2015;7;5;2;0
2015;0;0;0;0
2015;1;0;1;0
2015;1;1;0;0
2015;1;1;0;0
2015;3;2;0;1
2015;1;1;0;0
2015;2;0;1;1
2015;2;1;1;0
2015;0;0;0;0
2015;1;1;0;0
2015;51;23;26;2
2015;6;4;2;0
2015;1;0;1;0
2015;3;3;0;0
2015;8;5;1;2
2015;3;2;1;0
2015;0;0;0;0
2015;0;0;0;0
2015;1;1;0;0
2015;3;1;2;0
2015;3;3;0;0
2015;2;1;1;0
2015;0;0;0;0
2015;29;9;10;10
2015;0;0;0;0
2015;0;0;0;0
2015;3;2;0;1
2015;1;1;0;0
2015;44;26;12;6
2015;32;12;11;9
2015;29;16;7;6
2015;2;1;1;0
2015;0;0;0;0
2015;10;6;3;1
2015;2;1;1;0
2015;1;1;0;0
2015;0;0;0;0
2015;1;0;0;1
2015;0;0;0;0
2015;1;1;0;0
2015;0;0;0;0
2015;5;0;5;0
2015;3;2;0;1
2015;6;2;2;2
2015;3;1;1;1
2015;0;0;0;0
2015;1;0;1;0
2015;1;0;1;0
2015;0;0;0;0
2015;8;7;1;0
2015;6;2;4;0
2015;9;3;3;3
2015;3;3;0;0
2015;3;0;1;2
2015;75;38;21;16
2015;262;119;83;60
2015;0;0;0;0
2015;1;0;1;0
2015;2;1;1;0
2015;0;0;0;0
2015;27;14;8;5
2015;1;0;0;1
